ID,Summary,Manual_Sleep_Topic
FT200100844,"Emergent many-body phenomena in engineered quantum optical systems. In recent years, scientists have realised unprecedented control over light-matter interaction. Single particle dynamics in engineered systems are now well understood, but when scaled up, the many-body behaviour remains unexplored. This project will significantly advance our understanding of new emergent quantum phenomena arising from engineered interactions between many particles. These phenomena are qualitatively new behaviour that cannot be explained as an extension of single-particle behaviour. The chief aim is to unravel the quantum dynamics of these systems. The project is expected to assist in producing new quantum technologies such as sources and detectors of quantum light and new atomic clocks.
",no
FT210100675,"Gravity effects in quantum clocks and sensors: foundations and applications. Time is among the most precisely measurable quantities in physics, yet it is also the least understood concept in physics. This project aims to develop a mathematical framework describing measurements of time with high-precision clocks sensitive to both quantum and gravitational effects. The project expects to deliver new knowledge in the foundations of quantum physics by describing new gravitational effects in quantum systems. Expected outcomes include enhanced understanding of time in quantum theory and strategies for harnessing gravitational effects in high-precision clocks, bringing cultural benefits to society and paving the way towards improved quantum technologies that are expected to bring economic benefits in the next two decades. ",no
FT220100253,"Detecting and tracking alertness using speech biometrics. Traditional tests for detecting and tracking alertness are limited by their accuracy and inability to be administered without stopping work. This project aims to investigate how speech can be used to monitor changes in performance resulting from sleep deprivation and successive night shifts. The expected outcomes are 1) new knowledge on how sensitive speech and language features are for detecting change in alertness, and 2) development and verification of a highly accurate, cost-effective, speech focussed assay capable of detecting impaired alertness from otherwise healthy individuals. The project should benefit the way fitness for duty is tested and provide new methods for safeguarding Australians working in at-risk environments.",yes
FT220100359,"A Dual-species Ion Trap with Precision Optical Clocks. This project will enable new technological capabilities to overcome challenges in scaling up quantum computation and advancing quantum clocks. It will develop a versatile dual-species atomic instrumentation paired with precision laser systems. This advanced technological platform will be augmented by an extensive toolbox of quantum control engineering protocols to perform error-robust quantum operations for fault-tolerant quantum computation and high-precision spectroscopy. The expected outcomes will also benefit other disciplines: advanced quantum simulations for chemical dynamics, precision spectroscopy for astronomy, next-generation lasers, tests of fundamental physics, and quantum-enhanced positioning, navigation, and timing. ",no
FT230100235,"Neurobiological mechanisms of the interaction between pain and sleep. The project aims to reveal the brain mechanisms behind the interaction between such fundamental biological phenomena as sleep and pain. This highly interdisciplinary project expects to deliver significant insights into how poor sleep changes the brain to increase pain sensitivity in healthy adults, by combining novel lab-based mechanistic sleep and pain manipulations and naturalistic longitudinal observation. The rich multimodal dataset generated by the project will be made publicly available to enhance research transparency and international collaboration. This should provide significant benefits, ultimately opening up ways to improve quality of life and wellbeing of the Australian population. 
",yes
FT240100418,"Unravelling a rainbow: Complex systems methods to transform sleep research. This project aims to develop practical new analytic tools based on complex systems theory and time-series analysis to better characterize and track sleep from large time-series recordings. The project expects to establish the analytical foundation of representing sleep as a quantifiable dynamical process and use it to better understand how sleep varies across individuals and aging, and how it underpins learning and memory consolidation. Expected outcomes include methods and software to detect new types of interpretable structure from complex time-series datasets, and new understanding of sleep function. This should provide significant benefits for diverse data-intensive time-series applications and for how we measure and understand sleep.",yes
FT240100815,"A new paradigm for tracking the circadian clock. The circadian clock controls biological processes in every tissue. There are large differences between people in circadian timing, yet we lack accurate and simple methods for measuring circadian timing. This project aims to (i) create a novel physiologically based model of the human circadian system and (ii) create and evaluate methods that enable rapid individualisation of the model. Expected outcomes for this project include accurate estimation of a person’s circadian timing from easily collected wearable data. This will generate significant benefits, including individually tailored countermeasures for mistimed circadian rhythms to improve sleep, workplace performance, and to treat diseases that involve mistimed circadian rhythms.",yes
FT250100168,"Towards an Australian Solid State Nuclear Clock. This project aims to investigate and develop materials, techniques required for construction of a solid-state nuclear isomer transition clock together with emergent applications. These next generation advanced clocks, gained a lot of attention after 2023, promise to surpass all existing atomic systems in precision in a more reliable package. Leveraging international collaborations, it will provide a foundation for both a practical device and fundamental knowledge of an engineered nuclear quantum system. This projects will advance Australia’s position in time keeping, the backbone of modern communication, commerce, defence systems, metrology and fundamental science providing nation resilience to interactions in access to stable time scales. ",no
IE240100056,"Quantum clock for assured global navigation: Global Positioning System 2.0 . This project aims to develop a new high-performance atomic clock suited for operation on a satellite as part of a next generation Global Positioning System. With industry partner QuantX Labs, this project will design and deliver a high-performance clock with low size, weight and power consumption. Expected outcomes include a next-generation clock with 10 times improved performance when compared with current commercial clocks and reduced vulnerability to intentional disruption of next-generation satellite navigation signals. This will provide significant benefits through building sovereign capacity and providing a future of assured position, navigation, timing and robust satellite navigation service for all.",no
IE240100162,"Innovative sleep and circadian technology to optimise athletic performance . Sleep is the greatest natural performance enhancer we have, and yet improving sleep remains a national priority. This project aims to develop, implement and validate a set of personalised sleep recommendations to optimise wellbeing and performance, and integrate it into a practical, scalable digital solution. With an initial focus on female athletes, this project will use innovative science and technology to develop new intellectual property that can improve sleep and performance, highlighted as a critical need in the Government’s National Plan ‘Sport 2030’. The expected outcomes will provide a direct benefit to elite, sub-elite and community sports organisations, as well as society at large through increasing productivity and performance.",yes
IE240100282,"Optimal circadian timing: Wearable light device and customised technology. Maintaining circadian rhythms is vital for optimal sleep, alertness, safety, and performance but circadian misalignment is very common. This project aims to address the key impairments associated with circadian misalignment by advancing the tailored delivery of bright light administration. The project will deliver a novel Australian-industry-pioneered wearable device and accompanying technology to provide automated, interactive, customised, best-evidence based light therapy to retime the body-clock. This combination of a wearable device and customised technology does not yet exist in Australia or globally. The project benefits include excelerating existing knowledge and application of lighting strategies for effective circadian retiming.",yes
IM230100702,"Optimising sleep, alertness and safety in shift work industries. This project aims to address the impaired alertness, and high risk of workplace errors and accidents that are associated with sleep loss and circadian misalignment during shift work. The project will deliver an innovative industry-driven digital technology to provide automated, customised sleep management strategies to shift workers, and will develop a framework for effective wide-scale deployment of the technology within Australian shift working organisations. The project will close the gap in resources currently available to support sleep in shift workers and will reduce the significant burdens of shift work for alertness, productivity and safety.",yes
LP190101283,"Ship response under corrosion, fatigue and complex sea-state environments. This project will improve understanding of the gradual deterioration of ships and maritime structures subject to metal corrosion, fatigue and extreme sea-state conditions. Increasingly such understanding is necessary for optimal asset management decisions. These include the potential economic, personnel and other risks involved for ship owners and operators, including the Royal Australian Navy (RAN). The project will use numerical simulation. It will tackle the Fluid-Structure Interaction problem of ships in waves by integrating Finite Element structural response analysis with cutting-edge Smoothed Particle Hydrodynamics methods. The outcomes will provide new insight into remaining asset life and for exploring optimal maintenance strategies",no
LP200100110,"Damage Tolerance Approach in Designing and Maintaining Truck Trailers. This project aims to develop a damage tolerance approach in designing and maintaining truck trailers. Combined with field test and computational simulation, machine learning will be used to generate loading spectrums. Following the damage tolerance philosophy, a mature approach in aerospace industry, the fatigue crack growth and the fatigue life will be predicted. In addition, structural optimisation will be applied in trailer design. This project expects to revolutionize the design and maintenance practices in Australian truck trailer industry. It should provide significant benefits, such as prolonging the life cycle of truck trailers, reducing the tare weight and increasing operating profit, to both trailer producers and users.",no
LP200200134,"Running Hot: Increasing the Availability of World-Class Precision Timing . Precision clocks are a key enabler for many important technologies including navigation, radar, distributed computing and communications. Unfortunately, the very best clocks are currently bulky and very expensive.  This project will take Australia’s multi-award winning sapphire clock technology and transform it so that its unmatched performance is available from a unit with an order of magnitude smaller size, power consumption and cost.  This transformation will be driven on the back of a patented revolutionary step that allows operation of the sapphire clock at higher cryogenic temperatures. The new clock will have a wider range of applications delivering more computational power, higher bandwidth transmissions and better radar. ",no
LP200301154,"Fatigue life and biodegradation of biomass waste composites in roads. This project aims to develop a new low-carbon pavement stabilisation technology by utilising biomass waste composites in road subgrades and bases. This research expects to generate new knowledge on the performance of biomass composites in roads, when subjected to high traffic loads using experimental, numerical approaches and field trials. Expected project outcomes include evaluating the long-term performance of this new road construction material, developing predictive models and building enduring collaborations with industry. Benefits include: diversion of wastes from landfills, reduction in greenhouse gas emissions and the potential for commercial applications of biomass waste composites in future roads.",no
LP200301403,"Next generation smart lighting to improve sleep and alertness. Light has a powerful influence on our sleep and alertness. The manipulation of the amount of blue in a light source and the visual brightness of a light source are key factors, but there has been no systematic study that can guide manufacturers in the design of the ideal light source for promoting either sleep or alertness. This study will systematically examine the impact of the amount of blue light in a light source and the visual brightness, creating a wide range of combinations that can be used to model the optimal light specifications for sleep and alertness, while maintaining visual acuity and colour discrimination. This will be the evidence base needed by the lighting industry to create the next generation of smart lighting.",yes
LP210200931,"Towards in-vehicle situation awareness using visual and audio sensors. This project aims to characterise driver awareness, activity and interactions with other vehicle occupants using visual and audio cues from internally mounted sensors. Road accidents cost Australia an estimated $30 billion per year and tragic loss of thousands of lives, yet the vast majority of severe vehicle crashes are linked to driver fatigue or distraction. The expected project outcomes include advanced artificial intelligence to infer and predict dangerous driver and passenger behaviour. This has the potential to significantly benefit society by advancing autonomous driving capabilities and reducing driver-induced accidents and fatalities, ensuring that every driver, passenger and pedestrian arrives home safely at the end of each day.",yes
LP220200115,"Paving the way for ultra-long haul flights: strategies to mitigate jetlag. This project aims to develop and test strategies to mitigate jetlag, founded on biophysical modelling of circadian rhythms. It sets out to quantify the speed of circadian adaptation of sleep, alertness, and metabolism after transmeridian travel and to maximise speed of adaptation via optimised timing of light exposure, food, and exercise in-flight and on-the-ground. Expected outcomes include powerful models for jetlag strategies, ready for application in air travel. The project will directly inform Qantas’ operations for ultra-long haul flights and their international network more broadly. Project outcomes will benefit society and the economy through improving travellers’ alertness, sleep, and reducing the risk of fatigue-related accidents.",yes
LP230100229,"Flame-Retarding and Mechanically Resilient Elastomer Composites. This project will develop a new generation of flame-retarding and mechanically resilient elastomer composites by taking advantage of nanoscale effect and synergy. The outcomes will be two types of flame-retarding additive pellets and their elastomer composites; these pellets also suit other polymers such as thermoplastics. The elastomer composites are expected to have excellent flame retardancy, mechanical properties, and fatigue performance, to meet the demands from industrial partners. The project will provide a platform for elastomer manufacturing industry to develop flame-retarding, high-performance products for domestic applications and for export. ",no
LP250100365,"Performance Optimisation of Pulley Lagging in High Capacity Conveyors. Every bulk material (eg Iron Ore, Lithium, Copper) is transported by belt conveyor at some point during production. As global demand for bulk materials increases, conveyor drive systems are failing at an increasing rate. These failures result in lost production, high costs, and contribute to 80,000 tonnes of rubber waste each year. This project aims to improve the reliability and efficiency of conveyor drive systems by studying the friction, wear, and fatigue of drive pulley lagging materials, and developing new design methods to reduce failures. The outcomes will improve productivity and sustainability of material handling, and be translated into new International design standards through existing channels.",no
MRF1193862,"Poor lifestyle patterns (physical inactivity, excess sedentary behaviour, lack of sleep, poor diet) are leading modifiable causes of death and disease in Australia. It is vital we improve health behaviors in our communities, particular within high-risk groups. The rapid growth of technologies has created new possibilities for health interventions. Innovative research is needed to harness this potential by creating and translating personalised, scalable technology-based interventions.",no
MRF1199358,"End-stage kidney disease is rare and life-limiting. For patients receiving dialysis, fatigue is a common and debilitating symptom associated with an increased risk of mortality and cardiovascular disease. Exercise is a research priority for patients and clinicians. The M-FIT trial will determine if a patient-centred exercise program is an efficacious and cost-effective in reducing fatigue, hospitalisation, and improving health outcomes in people receiving dialysis.",no
MRF1199601,"Non-invasive ventilation (NIV) to help people breathe as they get weaker with Motor Neurone Disease (MND) increases survival by 4 times more than the best drug we have (Riluzole). Our team have demonstrated that a sleep study that optimises NIV, can increase how many people can use NIV well and thus further improve survival. However, an overnight sleep study can be difficult for people with MND. This current study will test whether the same benefit can be seen in more centres across Australia.",yes
MRF1200214,"Endometriosis is a chronic inflammatory disease afflicting 700 000 Australians. In addition to pain, common symptoms include fatigue, anxiety, depression, and poor quality of life (QoL). Consistent with the National Action Plan for Endometriosis (NAPE) focus on improving QoL, this project will examine two mind-body interventions designed to enhance the mind's positive impact on the body in order to improve patient QoL. This trial aims to use gold-standard methodology to test whether one of the most popular treatments for chronic pain (yoga), and the most prescribed psychological therapy for chronic pain (to cognitive behaviour therapy), really do address the debilitating symptoms of endometriosis, to potentially alleviate the suffering of thousands of Australians.",no
MRF1200267,"We will undertake a clinical trial aimed at improving the quality of life for stroke survivors by targeting and treating fatigue. Post stroke fatigue has been rated as the number one unmet medical need of stroke survivors. We have previously had significant success in a phase 2 trial of modafinil to treat post stroke fatigue, and we now seek to perform a similar trial on a larger, international cohort in order to change clinical practice.",no
MRF1200764,"This project will test the impact of an early childhood intervention to promote healthy child development and prevent chronic health conditions such as obesity in families attending community playgroups. The program will address the underlying risk factors for chronic disease by helping parents take effective steps to improve their child's dietary, physical activity, screen time, and sleep behaviours.",no
MRF1201569,"We will co-design and deliver a sleep health program for Indigenous adolescents and evaluate its feasibility, acceptability and effectiveness. This program is rooted in the Indigenous conceptualisation of sleep health, capacity building of Aboriginal youth workers and bringing together Indigenous community, mental health and primary care services, and advocacy partners to co-design a solution for improving the mental health of Indigenous adolescents through healthy sleep.",yes
MRF2018007,"This research involves children with neurodisability e.g., children with genetic syndromes. Sleep problems are very common in this group of children and can be severe and persistent, but few studies have been done specifically in this population. Poor sleep in children with neurodisability can make learning and behaviour even harder and also affects parent health and well-being. In this research we will explore new ways to diagnose and manage sleep problems in children with neurodisability.",yes
MRF2022971,"Obstructive Sleep Apnoea (OSA) is a highly prevalent yet under-recognised health condition affecting many First Nations peoples. Logistical and financial issues in accessing non-local specialist services result in high rates of undiagnosed/untreated OSA in First Nations communities. This project includes five work packages focused on co-designing OSA services, upskilling the local workforce and educating community members to bring a transformative shift in OSA care in First Nations communities.",yes
MRF2022973,">1 million Australians have obstructive sleep apnoea (OSA). In addition to disrupted sleep, OSA has serious health, safety, & economic consequences. Current treatment approaches do not consider an individual’s specific needs leading to patient frustration and significant untreated disease. Our research program will generate new diagnostic and clinical tools to provide a range of effective personalised alternative OSA targeted treatments to improve patient health and satisfaction.",yes
MRF2023088,"Shift workers experience sleep disturbances and insomnia due to non-standard work hours and misalignment of circadian rhythms or ""body-clock."" Shift work is associated with enormously high risk of poor physical and mental health, including cardiovascular disease, type-II diabetes, cancer, depression, suicidal ideation, accidents and injuries. This project will deliver a world's-first technology that revolutionises sleep health and lifestyle for more than 1.5 million Australian shift workers.",yes
MRF2023434,We lack robust evidence for the impact of interventions targeting improvements in both activity and sleep to reduce chronic disease risk. Using a 3-arm Randomised Control Trial (RCT) this project will test the efficacy of a novel digital physical activity and sleep health intervention –Balanced– to maximise improvements glucose control among mid aged adults (45-64 years) who are physically inactive and have poor sleep health relative to a physical activity only intervention and a control group.,yes
MRF2024314,"Dendritic cells (DCs) are immune sentinels that alert then rid the body of 'foreign' components, including cancer. However, no clinical trials in cancer patients have ever been undertaken with the 'right' kind of DCs because not enough of them can be made. Our novel method can generate >100 times more of the 'right' kind of DCs from a patient's stem cells, In this proposal, we will adapt their generation so it meets approval for use in for a Phase I anti-cancer immunotherapy trial.",no
MRF2024921,"Multiple sclerosis (MS) is characterized by relapsing or progressive neurological symptoms. The most disabling symptom for many people with MS is fatigue which does not respond to MS immunotherapies. Infection with Epstein Barr Virus (EBV) is not only a trigger for MS, but latent EBV infection within B lymphocytes appears important for the chronicity of the disease. In this phase III placebo-controlled trial, the effect of EBVantiviral therapies on fatigue will be assessed in people with MS.",no
MRF2030893,"Fibrotic interstitial lung disease (ILDs) are complex lung scarring conditions with no proven treatments that cure the disease or provide long-term relief from the debilitating physical and mental symptoms. Low oxygen levels during sleep are common in people with fibrotic ILD, which predict daytime function, poor quality of life and death. This program will investigate the role of nocturnal oxygen therapy with telemonitoring to improve wellbeing and health outcomes in people with fibrotic ILD.",no
MRF2031053,"This program supports mothers with their toddler’s diet, physical activity, sedentary behaviour and sleep, which are identified by Australian parents as their top health concerns. The program will be tested with 800 families across Australia. We will also work with our Partner Organisations to evaluate how best to deliver this program to all families across Australia.",no
MRF2031920,"Long term insomnia affects both mental and physical health. Australians living in rural areas, older people and those with other mental health problems are more likely to have insomnia. Currently there is poor access to cognitive behavioural treatment (CBTi) for insomnia and use of sleeping tablets is common. This project compares the effectiveness of digital CBTi, both with and without clinician support, to brief sleep hygiene advice from the patient's GP on improving sleep and mental health.",yes
MRF2033283,"Our RECOVERy study aims to investigate the role of the gut in promoting the condition known as Long COVID. It will test whether faecal microbial transplant (poo transplant) can improve some of the biological markers that are known to be impaired in Long COVID, as well as the common symptoms of Long COVID. These include a wide range of both physical and mental symptoms such as fatigue, depression, sleep quality, and overall quality of life, as well as the ability to function in daily life.",no
MRF2035163,"Over 200,000 Australians provide informal assistance to people with cognitive impairment, two thirds of whom experience significant sleep disturbance. This project will co-design and test a novel digital sleep program to target cognition and sleep issues in both the person with cognitive impairment and their carer. Supporting carer sleep will enhance quality of life and potentially slow cognitive decline in people with cognitive impairment.",yes
MRF2035269,People living with schizophrenia have very significant heart and metabolism issues. One of these issues is sleep apnoea which due in part to the weight gaining side effects of some medication used in schizophrenia. This trial is aiming to show that a more patient friendly at-home test for sleep apnoea (overnight measurement of blood oxygen levels for 3 nights) provides similar clinical and cost effects as the current standard of testing overnight in a hospital or sleep laboratory environment.,yes
MRF2035631,"This work aims to improve OSA screening and diagnosis in First Nations communities by leveraging partnerships with end users. The proposed program includes community roadshows and training consumers as local champions for improving OSA awareness, developing new tools for OSA screening, identifying new diagnostic indicators, trialling home-based diagnostic models, and evaluating their clinical and cost-effectiveness to ensure timely and culturally responsive screening and diagnosis of OSA.",yes
MRF2035688,"Our research evaluates if home-based Level 3 sleep studies are as reliable and cost-effective as full sleep laboratory tests for diagnosing and managing obstructive sleep apnoea in children. It will evaluate their acceptability to families and healthcare providers, accuracy, and suitability compared to traditional, more complex sleep laboratory tests. Four Australian paediatric sleep centres will collaborate on this study.",yes
MRF2035692,"Continuous Positive Airway Pressure (CPAP) devices are a mainstay of treatment for obstructive sleep apnoea. Adherence to these devices is however low. CPAP devices are supplied by some pharmacies which provides an easy access path to technical and adherence support services for CPAP users. Using evidence based methods, this study will develop a standard adherence service model for provision by CPAP provider pharmacies to support those with apnoea to derive maximal benefits from CPAP treatment.",yes
MRF2035716,"This study will compare the effects of simplified sleep study testing (with fewer monitoring channels than usual) versus full sleep studies for the diagnosis of obstructive sleep apnea, by investigating the accuracy of 3 different simplified sleep study devices, their impacts on physician decision-making and important patient outcomes (including symptoms of daytime sleepiness) and whether the use of simplified testing devices in the management of OSA is associated with significant cost savings.",yes
MRF2035741,"Current diagnosis of OSA requires a single night sleep study either at home or in a sleep laboratory where up to 12 different sensors are applied to the head, body, finger and legs. Patients often sleep poorly and 1-night assessments may not be representative of usual sleep, leading to misdiagnosis of sleep apnoea and severity. This project will test current methods against newer less intrusive technologies that can record over multiple nights to enable simpler and lower cost diagnostic methods.",yes
MRF2035768,"Although efficacious, OSA therapies are often not used by patients. In addition, monitoring how well treatments are managing OSA is not well done currently. This study will examine if home monitoring of OSA control using an safe, effective, unobtrusive under-mattress device combined with a range of support options to assist patients with using OSA therapies and help with the impact of OSA on their lives, is more effective and cheaper than usual care.",yes
MRF2035774,"ZenZone will investigate a new treatment option to improve symptoms of depression in girls aged 11-14. We will test whether eating a daily yogurt product containing beneficial probiotics is a feasible and acceptable treatment strategy for adolescent girls. We will also test the yoghurt's potential to improve mental and brain health, including symptoms of depression, sleep, emotional and behavioural problems, and cognition, potentially via changes to the gut microbiome and stress hormone levels.",no
MRF2035950,"Sleep health is an untapped opportunity to reduce the risk and severity of mental health issues in First Nations children. In collaboration with First Nations communities and diverse industry partners, we will codesign and deliver resources to empower consumers and support service providers in integrating sleep into mental health promotion, protection, and support.  Our work will also influence advocacy and policy for wider promotion and uptake of sleep in paediatric mental health initiatives.",yes
MRF2039772,"Most people living with spinal cord injury have sleep apnoea but very few are treated for it. Untreated sleep apnoea can significantly impair quality of life. Accessing specialist services for investigation and treatment of sleep apnoea is challenging for people with spinal cord injury. This study will investigate whether it is feasible for a physiotherapist to assess, diagnose and treat sleep apnoea. If feasible, we will test the effectiveness of this care model in a larger clinical trial.",yes
MRF2039966,"Most people can identify if they are a ""morning-"" or ""evening-"" person. Individual circadian chronotype is underpinned by >300 genetic markers and is predictive of disease risk from diabetes to depression. Aligning sleep and daily activities with genetic chronotype is used as a therapy for mood disorders and insomnia. We will identify how genetic chronotype affects epileptic seizures, which show strong daily to monthly rhythms, and pilot a targeted sleep schedule to manage epilepsy.",yes
MRF2040469,"Cancer-related fatigue is a common disabling condition, but implementation of a tailored, lifestyle-based self-management approach with carer and clinician support is lacking. This study will evaluate whether a clinician supported, virtual care telehealth model of care including exercise, nutrition, education, behaviour change, and peer support can improve fatigue and quality of life in cancer survivors, and whether this approach is translatable into clinical practice and feasible for scale-up.",no
MRF2040489,"Rates of adolescent depression are increasing, and effective prevention strategies are needed. Poor sleep is a powerful risk factor for depression. This project investigates the effects of a school sleep health program, which (i) involves sleep health education delivered in classrooms, and (ii) school wellbeing teams providing support to students experiencing poor sleep. Project outcomes will establish the feasibility and value of this approach in reducing adolescent depression risk.",yes
MRF2040668,"Many people with chronic musculoskeletal (MSK) pain experience insomnia. Compelling evidence shows that by improving sleep though cognitive behavioural therapy for insomnia (CBT-I), chronic MSK pain also improves. However, sleep is rarely managed as part of usual care for chronic MSK pain. Our aim is to build capacity of physiotherapists working in outpatient clinics to deliver CBT-I.  We anticipate greater improvement in pain and cost savings when adding CBT-I to usual care.",yes
MRF2045881,"People with Post-Acute Sequelae of COVID-19 (PASC) suffer with disabling symptoms like fatigue, brain fog and breathlessness. The SAGE trial will provide education and training to upskill GPs, practice nurses, allied health professionals, as well as patients, in the diagnosis and care of PASC. A new model of care will be tested comparing multidisciplinary symptom-focused rehabilitation (physical therapy and psychological support) compared to self-directed management in primary care.",no
MRF2046098,"Some people experience prolonged symptoms after an infection, while others recover quickly. This variation is not fully understood due to the need for large sample sizes for robust predictions. Our consumer co-designed project will analyse predictors of post-infective fatigue using a large, pooled international sample and apply the results to the largest Australian Long COVID study. This will help understand who develops Long COVID and why, aiding doctors, patients, and policymakers.",no
MRF2046178,"Long COVID can cause lasting health issues, including breathlessness and fatigue months after infection. We developed and tested a multidisciplinary intervention combining exercise and medical care and found it improved patients’ functional capacity. This research will work with patients and health experts to expand this program nationally using a risk-based, fully remote approach. Our goal is to reduce health burden, lower costs, and improve quality of life for those with Long COVID.",no
RFRHPI000210,"There is no pharmacotherapy for disorders of low muscle tone or muscular flaccidity, such as obstructive sleep apnoea, urinary/faecal incontinence, pelvic floor weakness, MS and MND. Tetanus neurotoxin (TeNT) is related to Botulinum neurotoxin (e.g. Botox, BoNT), but has the opposite effect of increasing muscle tone. Unlike BoNT, TeNT has not been used in medical applications due to human vaccinations and immunity, until now. Snoretox is a treatment made through modification of TeNT, bypassing the human immune response, making it a world-first drug able to enhance motor function and overcome muscle weakness in vaccinated humans and animals. This project will allow us to conduct the necessary steps to bring this exciting product to market.",no
